word,level,
一,1,
右,1,
雨,1,
円,1,
王,1,
音,1,
下,1,
火,1,
花,1,
貝,1,
学,1,
気,1,
休,1,
玉,1,
金,1,
九,1,
空,1,
月,1,
犬,1,
見,1,
五,1,
口,1,
校,1,
左,1,
三,1,
山,1,
四,1,
子,1,
糸,1,
字,1,
耳,1,
七,1,
車,1,
手,1,
十,1,
出,1,
女,1,
小,1,
上,1,
森,1,
人,1,
水,1,
正,1,
生,1,
青,1,
石,1,
赤,1,
先,1,
千,1,
川,1,
早,1,
草,1,
足,1,
村,1,
大,1,
男,1,
竹,1,
中,1,
虫,1,
町,1,
天,1,
田,1,
土,1,
二,1,
日,1,
入,1,
年,1,
白,1,
八,1,
百,1,
文,1,
本,1,
名,1,
木,1,
目,1,
夕,1,
立,1,
力,1,
林,1,
六,1,
